WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"miércoles,16/4/2025,Issued,13:01:26,Issued,1421410,CANADA,278,11065408315117138509,""249,980.00"",""32,497.40"""
"jueves,17/4/2025,Issued,14:21:33,Issued,1421410,AFGHANISTAN,8944,11065408315117140875,""28,980.00"",""3,767.40"""
"jueves,17/4/2025,Issued,14:40:39,Issued,1421410,UNITED STATES,8945,11065408315117140984,""27,980.00"",""3,637.40"""
"jueves,17/4/2025,Issued,18:38:08,Issued,1421410,JAPAN,8951,11065408315117142175,""39,990.00"",""5,198.70"""
"viernes,18/4/2025,Issued,12:26:58,Issued,1421410,ALBANIA,8956,11065408315117143090,""165,990.00"",""21,578.70"""
"viernes,18/4/2025,Issued,16:12:24,Refunded by Global Blue,1421410,URUGUAY,8964,11065408315117143953,""119,990.00"",""15,598.70"""
"sábado,19/4/2025,Issued,12:16:54,Processed by Global Blue,1421410,""KOREA,REPUBLIC OF"",8972,11065408315117145482,""77,970.00"",""10,136.10"""
"domingo,20/4/2025,Issued,12:49:46,Processed by Global Blue,1421410,UNITED STATES,8987,11065408315117148478,""439,980.00"",""61,597.20"""
"domingo,20/4/2025,Issued,13:53:36,Issued,1421410,PERU,8991,11065408315117148665,""17,990.00"",""2,338.70"""
"lunes,21/4/2025,Issued,13:23:20,Processed by Global Blue,1421410,BRAZIL,8998,11065408315117150690,""1,170,000.00"",""163,800.00"""
"lunes,21/4/2025,Issued,14:15:01,Issued,1421410,""KOREA,REPUBLIC OF"",8999,11065408315117150833,""134,990.00"",""17,548.70"""
"martes,22/4/2025,Issued,11:53:03,Refunded by Global Blue,1421410,PERU,9007,11065408315117152167,""89,990.00"",""11,698.70"""
"miércoles,23/4/2025,Issued,12:46:36,Processed by Global Blue,1421410,IRELAND,9020,11065408315117153526,""89,990.00"",""11,698.70"""
"jueves,24/4/2025,Issued,11:43:37,Issued,1421410,UNITED STATES,9026,11065408315117154650,""150,990.00"",""19,628.70"""
"jueves,24/4/2025,Issued,17:52:16,Issued,1421410,SAUDI ARABIA,9031,11065408315117155549,""203,960.00"",""26,514.80"""
"sábado,26/4/2025,Issued,17:05:36,Issued,1421410,MEXICO,9065,11065408315117158902,""171,990.00"",""22,358.70"""
"domingo,27/4/2025,Issued,14:55:43,Processed by Global Blue,1421410,CHINA,9070,11065408315117160303,""189,990.00"",""24,698.70"""
"domingo,27/4/2025,Issued,19:48:29,Issued,1421410,VENEZUELA,9078,11065408315117160887,""376,992.00"",""52,778.88"""
"lunes,28/4/2025,Issued,12:41:01,Issued,1421410,UNITED STATES,9083,11065408315117161180,""159,990.00"",""20,798.70"""
"martes,29/4/2025,Issued,14:58:53,Issued,1421410,SPAIN,9090,11065408315117162403,""33,980.00"",""4,417.40"""
